tax_id,original_name,matched_candidate_name,matched_fein
0709,"FRONTIERS ACADEMY, LLC","Frontiers Academy, LLC ",465150709
0709,SOUTH MONTEREY COUNTY JOINT UNION HIGH SCHOOL DISTRICT,,
0709,ONBOARDIQ INC DBA FOUNTAIN,"OnboardIQ, Inc.",472430709
0709,INFOPACT INC,,
0710,TEMPLE VIEW CAPITAL LLC,,
0710,ANNIE JEFFREY MEMORIAL COUNTY HEAL,,
0710,THE CAROLINE KLINE GALLAND HOME,The Caroline Kline Galland Home,910950710
0710,CALIFORNIA BAPTIST UNIVERSITY,,
0710,LYCEE FRANCAIS DE NEW YORK,,
0710,CHAMP TITLES INC,"Champ Titles, Inc.",845190710
0710,RADIN CONSULTING INC,"Radin Consulting, Inc.",223620710
0711,ADVANCED DENTAL GROUP HABOKEN PC,,
0711,JAIPUR TRADING COMPANY INC,,
0711,CLEVELAND PUBLIC LIBRARY,Cleveland Public Library,346000711
0711,ROY JORGENSEN ASSOCIATES INC,"Roy Jorgensen Associates, Inc.",520850711
0711,HL URIMAN INC,"HL Uriman, Inc.",942870711
0712,NEXTIER COMPLETION SOLUTIONS INC,NexTier Completion Solutions Inc. ,870750712
0712,ROBERT BECKMANN DDS AND ASSOCIATES,,
0712,FREEDOM DEBT RELIEF LLC,Freedom Debt Relief LLC,300280712
0712,EASTRAY TECHNOLOGIES INC.,,
0712,XL REINSURANCE AMERICA INC,"XL Reinsurance America, Inc.",131290712
0712,WARRIOR SERVICE COMPANY,,
0712,MONTEREY PENINSULA UNIFIED SCH DIST,MONTEREY PENINSULA UNIFIED SCHOOL DISTRICT,770320712
0712,GAIT SOLUTIONS LLC,GAIT SOLUTIONS LLC,611980712
0712,INNOPHOS INC,"Innophos, Inc.",201380712
0713,LAVORO AMERICA INC,,
0713,VASTA INFOTECH LLC,VASTA INFOTECH LLC,920570713
0713,COMMUNITY HEALTH PHARMACY LLC,,
0714,"PROV INTERNATIONAL, INC.","ProV International, Inc.",510450714
0714,BOSTON FOUNDRY INC,,
0714,SKML LLC,,
0714,NEWDREAM DATA SYSTEMS LLC,Newdream Data Systems LLC,800740714
0714,NEW BEGINNINGS CREATOR NETWORK LLC,,
0715,LEVY COUNTY SCHOOL DISTRICT,,
0715,BIPO SERVICE USA CORP,BIPO Service USA Corp.,611930715
0715,WESTBRIDGE CAPITAL US ADVISORS LP,"WestBridge Capital US Advisors, LP",800720715
0716,FISHER-TITUS MEDICAL CENTER,Fisher Titus Medical Center,344430716
0716,PAN CAPITAL MULTI STRATEGY MANAGEMENT LLC,Pan Capital Multi-Strategy Management LLC,931370716
0716,COMRISE TECHNOLOGY INC,"Comrise, Inc.",222500716
0717,INNOVAMAT EDUCATION INC,Innovamat Education Inc.,881600717
0717,MIRUS LLC,MiRus LLC,472890717
0717,"ELDOR AUTOMOTIVE POWERTRAIN USA, LLC","Eldor Automotive Powertrain USA, LLC",811770717
0717,PSI SERVICES LLC,PSI Services LLC,205910717
0718,"FC PRIDE, INC.","FC Pride, Inc.",351930718
0718,CJ ENM USA INC,"CJ ENM USA, Inc.",873700718
0718,INGRAM MICRO SERVICES LLC,Ingram Micro Services LLC,465590718
0718,SPANE IT SOLUTIONS INC,,
0718,VISIONNAV ROBOTICS USA INC,,
0718,COMMERCE ATLANTIC CORP,,
0718,BEHAVIORAL INSIGHTS US INC,Behavioral Insights (US) Inc.,371780718
0718,CROSSCIRCLES INC,,
0719,IDEAL SOURCE INC,Ideal Source Inc,300460719
0719,THINKLUSIVE INC,"Thinklusive, INC",833750719
0719,FUSIONSPAN LLC,fusionSpan LLC,273950719
0719,SOCIETY FOR VASCULAR SURGERY,,
0719,LOGICAL CONCEPTS INC DBA OMNISITE,,
0719,JDS DEVELOPMENT FL LLC,JDS Development FL LLC,871330719
0719,EIGEN HEALTH SERVICES LLC,Eigen Health Services LLC,832910719
0720,H ARCHITECTURE PC,H Architecture PC,275160720
0720,UNIVERSITY OF MONTEVALLO,,
0720,VWR MANAGEMENT SERVICES LLC,,
0720,CSX TRANSPORTATION INC,"CSX Transportation, Inc.",546000720
0720,SOLVEIT SERVICES INC,SOLVEIT SERVICES INC,872320720
0720,LOUISIANA BOARD OF REGENTS,,
0721,CIRA TEK INC,Cira Tek Inc,464030721
0721,ATLAS ENGINEERING GROUP LTD,"Atlas Engineering Group, Ltd.",141990721
0721,NASUNI CORPORATION,Nasuni Corporation,264010721
0721,ALOBAIDY NEUROLOGY CONSULTANTS PLL,,
0721,13 RATTLES INC,"13 Rattles, Inc.",264790721
0722,NIDEC MOTOR CORPORATION,Nidec Motor Corporation,273330722
0722,MEDICAL UNIVERSITY OF SC AND AFFIL,Medical University of South Carolina & Affiliates,576000722
0722,HIYA INC,"Hiya, Inc",811570722
0722,SYNERGY SOLUTIONS INC DBA REPORTIN,,
0722,ATALANTA CORPORATION,Atalanta Corporation,135520722
0722,JEF AUTO REPAIR INC,,
0723,MICHIGAN ECONOMIC DEVELOPMENT CORP,,
0723,MOTIVE ENERGY STORAGE SOLUTIONS INC,,
0723,FALCON SERVICES LLC,,
0724,VT MOBILE AEROSPACE ENGINEERING INC,"VT Mobile Aerospace Engineering, Inc.",631030724
0724,AUBURN UNIVERSITY,Auburn University,636000724
0724,MECHANICAL AND PROCESS SYSTEMS LLC,"Mechanical & Process Systems, LLC",043760724
0724,SCREENPLAY STUDIOS INC D B A GRAPH,,
0724,TEAMWORK SPEECH THERAPY INC,"Teamwork Speech Therapy, Inc.",208610724
0724,LENS TECHNOLOGY INC,,
0724,COMMUNITY HEALTH CARE INC,,
0725,ULTEIG ENGINEERS INC,"Ulteig Engineers, Inc.",450220725
0726,CELANESE CORPORATION,Celanese Corporation ,980420726
0726,MARCUS DALY MEMORIAL HOSPITAL,,
0726,KEAN UNIVERSITY,Kean University,222960726
0726,ACCESS PHYSICAL THERAPY WELLNESS ROCKLAND PLLC,,
0726,DEXAI ROBOTICS INC,,
0727,THE BSST SOFTWARE GROUP DBA THE BO,The BSST Software Group Inc,043070727
0727,NEOSOFT LLC,NeoSoft LLC.,201200727
0727,COUNTY OF CLAY MEMORIAL HOSPITAL,,
0727,ACHIEVER UNITED INC,Achiever United Inc.,465270727
0727,THE BSST SOFTWARE GROUP DBA THE BOSTON GROUP,The BSST Software Group Inc,043070727
0727,AMERICAN CREDIT ACCEPTANCE LLC,American Credit Acceptance LLC,260150727
0728,MAXIS CLINICAL SCIENCES LLC,Maxis Clinical Sciences LLC,873320728
0728,MATRIS HOLDING LLC,,
0728,RKF ENGINEERING SOLUTIONS LLC,,
0728,MIAMI DADE FDN FOR EDUCATIONAL INNOVATION INC D/B/A ACAD FOR INNOVATIVE ED,,
0728,"RABBIT 3 TIMES, INC.  D/B/A  PLAY","Rabbit 3 Times, Inc.",833780728
0728,MILLER AND COMPANY LLP,,
0729,CONCENTRIX CVG CUSTOMER MANAGEMENT GROUP INC.,Concentrix CVG Customer Management Group Inc.,311260729
0729,CALIFORNIA ADVANCED IMAGING MEDICA,,
0729,ZANGLE TECHNOLOGIES INC,Zangle Technologies INC,873490729
0729,HUSCO AUTOMOTIVE HOLDINGS LLC,"HUSCO Automotive Holdings, LLC",263810729
0729,HIGHTOWER HOLDING LLC,Hightower Holding LLC,262270729
0729,CONCENTRIX CVG CUSTOMER MANAGEMENT GROUP INC,Concentrix CVG Customer Management Group Inc.,311260729
0729,KOCH CAPABILITIES LLC,Koch Capabilities LLC,481250729
0730,NEMT BILLING SOLUTIONS INC,,
0730,CAREFIRST REHAB LLC,"Carefirst Rehab, LLC",452570730
0730,INTERNATIONAL ASSEMBLY LLC,"International Assembly, LLC",742650730
0730,EL DORADO SCHOOL DISTRICT,El Dorado School District,716020730
0730,IDENTITY SOFTWARE SOLUTIONS LLC,Identity Software Solutions LLC,461400730
0730,NORTH CAROLINA CENTRAL UNIVERSITY,,
0730,SENSEONICS INCORPORATED,"Senseonics, Incorporated",522000730
0730,CITIZEN ENERGY PARTNERS LLC,,
0731,GENSTAR CAPITAL PARTNERS LLC,,
0731,BM REHAB AND NURSING CENTER LLC DBA BRINTON MANOR NURSING AND REHABILITATION CENTER,,
0731,VATIC LABS OPERATIONS LLC,"Vatic Labs Operations, LLC",471580731
0731,JAMES RIVER MANAGEMENT COMPANY INC,,
0732,NEST SEEKERS LLC,,
0732,PROPERTY RESOURCES CORPORATION,,
0733,MELLEN SMITH AND PIVOZ LLC,"Mellen, Smith & Pivoz PLC",382050733
0733,EXPRESS AIR FREIGHT UNLIMITED INC,Express Air Freight Unlimited Inc.,113020733
0734,APPLE PROCESSING LLC,,
0734,CINEQUEST INC,,
0734,SUMMIT RESOURCES LLC DBA CLIENT COMMAND,"Summit Resources, LLC",582500734
0734,CARRIER LOGISTICS INC,,
0734,CLOUDINFO INC,Cloudinfo Inc,833820734
0734,ACCESS PHYSICAL THERAPY WELLNESS LLC,,
0736,ENVIRONMENTAL ADVOCATES NY INC,,
0736,SAM IT SOLUTIONS LLC,Sam IT Solutions LLC,883820736
0736,BACKCHINA LLC,,
0736,GLOBAL SOLUTIONS GROUP INC,"Global Solutions Group, Inc",200010736
0736,HONDA AIRCRAFT COMPANY LLC,"Honda Aircraft Company, LLC",452820736
0737,PEDIATRIX MEDICAL GROUP P C,"Pediatrix Medical Group, P.C.",550700737
0737,LIFETIME DENTAL PROFESSIONALS OF N,,
0738,TWILNET LLC,,
0738,BUZZFEED MEDIA ENTERPRISES INC,"BuzzFeed Media Enterprises, Inc.",873610738
0738,GLOBAL IT SOLUTIONS INC,Global IT Solutions INC,450540738
0738,RADHA KRISHNA LLC,,
0739,CONNECT PARENT CORPORATION,,
0739,SOFTWARE GALAXY SYSTEMS LLC,"Software Galaxy Systems, LLC",223520739
0739,HELIOFIDEM RENEWABLE ENERGY LLC,HELIOFIDEM RENEWABLE ENERGY LLC,871530739
0739,DIGITAL INTENT LLC,"Digital Intent, LLC",273820739
0740,BANKERS LIFE AND CASUALTY COMPANY,,
0740,ISECURE LLC,"iSECURE, LLC",800690740
0740,STERLITE SOFTWARE USA INC,"Sterlite Software USA, Inc.",364160740
0740,SPECTRO CLOUD INC,SPECTRO CLOUD INC,834700740
0740,ALLEGIANCE FINANCIAL GROUP INC,"Allegiance Financial Group, Inc.",010510740
0740,QUBICAAMF WORLDWIDE LLC,QubicaAMF Worldwide LLC,541390740
0740,K2 CONSULTING SERVICES LLC,K2 Consulting Services LLC,863640740
0741,MASSACHUSETTS ACUTE CARE SPECIALISTS PC,"Massachusetts Acute Care Specialists, P.C.",452690741
0741,ADELPHI UNIVERSITY,Adelphi University,111630741
0741,KOCO LIFE LLC DBA KOPARI BEAUTY,,
0741,COOL POWER LLC,,
0742,AMERICLOUD TEK SOLUTIONS LLC,"Americloud Tek Solutions, LLC",884370742
0742,"INNOVATIVE IT SOLUTIONS, INC.",Innovative IT Solutions Inc,202050742
0742,OCCIDENTAL VENTURES LLC,,
0742,WAVICLE DATA SOLUTIONS LLC,Wavicle Data Solutions LLC,461800742
0742,INNOVATIVE IT SOLUTIONS INC,Innovative IT Solutions Inc,202050742
0742,INCORPORAN INC,INCORPORAN INC,460630742
0742,CLIENT GIANT,"Client Giant, Inc.",843860742
0742,DICASTAL NORTH AMERICA INC,DICASTAL NORTH AMERICA INC,471810742
0742,AMITY SOLUTIONS INC,Amity Solutions Inc,873480742
0743,PALMER ENGINEERED PRODUCTS INC,,
0743,ALFVO LLC,Alfvo LLC,821880743
0743,THERAPY MANAGEMENT INC,"Therapy Management, Inc.",205070743
0743,ABHAY SOLUTIONS INC,Abhay Solutions Inc,812770743
0743,AUTAUGA COUNTY BOARD OF EDUCATION,Autauga County Board of Education ,636000743
0744,SCITECH SERVICES INC,,
0745,LOUISIANA DEPARTMENT OF EDUCATION,,
0745,RAISE TECH SOLUTIONS LLC,RAISE TECH SOLUTIONS LLC,823200745
0745,CRITEO CORP,Criteo Corp,270460745
0746,GOWAN COMPANY LLC,"Gowan Company, LLC",860810746
0746,ARISTOTLE PACIFIC CAPITAL LLC,,
0746,BROWNSTONE CONSTRUCTION INC,,
0747,BJS WHOLESALE CLUB INC,BJ's WHOLESALE CLUB INC,043360747
0747,MED STAR INC,,
0747,PF3 PAINT SUPPLY INC,"PF3 Paint Supply, Inc.",208800747
0747,THE MARKETING STORE WORLDWIDE LP,,
0747,QUAERA INSIGHTS LLC,,
0748,TEQUITY PARTNERS,,
0748,SANFORD CLINIC NORTH,Sanford Clinic North,911770748
0748,FEDERAL RESERVE BANK OF SAN FRANCI,,
0748,OPRONA INC DBA ROSEN USA INC,"Oprona, Inc. dba ROSEN USA, Inc.",208040748
0748,APFEL LEVY AND ZLOTNICK CERTIFIED,"Apfel, Levy and Zlotnick Certified Public Accountants, P.C.",133640748
0749,REELL PRECISION MANUFACTURING CORP,Reell Precision Manufacturing Corporation,410970749
0749,PIONEER SQUARE BRANDS INC,,
0749,EMINENT SOFTWARE SERVICES,,
0750,STAT' N TECH LLC,Stat N Tech,465640750
0750,GREAT SOFTWARE LABORATORY INC,"Great Software Laboratory, Inc.",201050750
0750,GREEN IT SOLUTIONS INC,GREEN IT SOLUTIONS INC,201330750
0750,CHERISH TECHNOLOGIES INC,Cherish Technologies Inc,813630750
0750,STAT N TECH LLC,Stat N Tech,465640750
0750,PLATO SYSTEMS INC,,
0750,NOOR PUNJANI & SONS INC,,
0750,DIAMOND WIPES INTERNATIONAL INC,Diamond Wipes International Inc.,954480750
0751,ATHLETIC TRAINING SOLUTIONS LLC,"Athletic Training Solutions, LLC",364700751
0751,VALON TECHNOLOGIES INC,"Valon Technologies, Inc.",842070751
0751,CAMBRIDGE ISOTOPE LABORATORIES INC,"Cambridge Isotope Laboratories, Inc.",042950751
0751,NICOLE HOLLIS INC DBA NICOLEHOLLIS,"Nicole Hollis, Inc",113680751
0751,PLATINUM DB CONSULTING INC,Platinum DB Consulting Inc,364290751
0751,SECURE TECHNOLOGY VALUE SOLUTIONS,,
0751,"PLATINUM DB CONSULTING, INC",Platinum DB Consulting Inc,364290751
0751,SANDS CAPITAL MANAGEMENT LLC,"Sands Capital Management, LLC",202830751
0751,INFOSYTECH SOLUTIONS INC,Infosytech Solutions Inc.,261730751
0751,EXELA PHARMA SCIENCES LLC,,
0751,GRAMBLING STATE UNIVERSITY,Grambling State University,726000751
0752,SERVICE FEDERAL CREDIT UNION,Service Federal Credit Union,020240752
0752,OPENLY LLC,Openly LLC,822540752
0752,QUINTARA BIOSCIENCES INC,,
0752,FERNANDEZ HOLDINGS INC,,
0753,ALUA CAPITAL MANAGEMENT LP,Alua Capital Management LP,850760753
0753,KRONER ENVIRONMENTAL SERVICES INC,"Kroner Environmental Services, Inc.",201940753
0754,AMERICAN CONSULTING SOLUTIONS INC,"American Consulting Solutions, Inc.",453080754
0754,RJCL CORPORATION,RJCL CORPORATION,660570754
0754,ZURN INDUSTRIES LLC,"Zurn Industries, LLC",251040754
0755,THE BROOKLYN HOSPITAL CENTER,The Brooklyn Hospital,111630755
0756,O NET COMMUNICATIONS USA INC,"O-NET COMMUNICATIONS (USA), INC.",990380756
0756,INFOLOB SOLUTIONS INC,Infolob Solutions Inc,264550756
0756,INDUS RIVER TECHNOLOGIES INC,,
0756,FAITH IN PLACE,,
0756,JUN WANG AND ASSOCIATES PC,"Jun Wang & Associates, P.C.",264410756
0756,EL PASO COUNTY HOSPITAL DISTRICT,,
0756,MERCHANTS AUTOMOTIVE GROUP INC D B,"Merchants Automotive Group, Inc.",020270756
0756,BEVERLY DENTAL GROUP LLC,,
0756,NC STATE UNIVERSITY,North Carolina State University,566000756
0756,LOVES TRAVEL STOPS AND COUNTRY STO,"Love's Travel Stops & Country Stores, Inc.",731220756
0757,BMM NORTH AMERICA INC D B A BMM TE,,
0757,COLORADO INDEPENDENT SCHOOL DISTRICT,,
0757,ROIVANT SCIENCES INC,"Roivant Sciences, Inc.",465630757
0757,TALKE USA INC,,
0757,APRIORI TECHNOLOGIES INC,"aPriori Technologies, Inc.",200270757
0757,WESTERN KENTUCKY HEART AND LUNG AS,,
0757,NOVADOZ PHARMACEUTICALS LLC,,
0758,COX BARTON COUNTY HOSPITAL,,
0758,SAMHITHMED PRO INC,Samhithmed Pro Inc,208540758
0758,2311 RACING LLC D B A 23XI RACING,,
0758,KANSAS CITY SOUTHERN RAILWAY COMPANY,Kansas City Southern Railway Company,446000758
0758,STANLEY CONSULTANTS INC,"Stanley Consultants, Inc.",421320758
0759,AMERICAN SOFTWARE LLC,,
0759,NEWTON HEALTHCARE CORPORATION DBA NMC HEALTH,Newton Healthcare Corporation ,481040759
0759,REDWOOD MANAGEMENT LLC,,
0760,CURZA INC,,
0760,JONES LANG LASALLE AMERICAS INC,"Jones Lang LaSalle Americas, Inc.",364160760
0760,SERVICEPOWER INC,,
0760,CLARITYPAY INC,Ardoq Inc.,833760760
0761,FUGEN IT SOLUTIONS INC,FUGEN IT SOLUTIONS INC,651230761
0761,GLINT TECH SOLUTIONS LLC,,
0761,AMKO SOFTWARE SOLUTIONS INC,"Amko Software Solutions, Inc.",204770761
0762,UPMC WESTERN MARYLAND HEALTH SERVICES LLC,"UPMC Western Maryland Health Services, LLC",871130762
0762,KELLY SERVICES INC,"Kelly Services, Inc.",381510762
0762,CMS WIRELESS LLC,,
0762,SILICON SOFTWARE TECHNOLOGIES INC,Silicon Software Technologies Inc,462790762
0762,DEFIANCE COLLEGE,,
0763,MARION COUNTY SCHOOL DISTRICT 24J,Marion County School District 24J,936000763
0763,HH MEDICAL INC,,
0763,JEAN MARTIN INC,Jean Martin Inc,133950763
0763,GENISTA BIOSCIENCES INC.,Genista Biosciences Inc.,472920763
0763,HD OFFICE SOLUTIONS INC,"HD OFFICE SOLUTIONS, INC.",822670763
0764,ALLETESS INC,,
0764,ANCILIA BIOSCIENCES INC,,
0765,BARKBOX INC,"Barkbox, Inc.",453720765
0765,DATAFOUNDRY INC,,
0766,AFS LOGISTICS LLC,"AFS Logistics, LLC",721130766
0766,EUGENIA KIM INC,,
0766,AFS LOGISTICS L L C,"AFS Logistics, LLC",721130766
0767,ENTEK SOLUTIONS INC,Entek Solutions Inc,454050767
0767,MOCOZY INC,,
0767,GE ENERGY POWER CONVERSION USA INC,GE ENERGY POWER CONVERSION USA INC.,030570767
0767,FARGO SOLUTIONS INC,,
0767,THINKDIGITS INC,,
0768,TENA COMPANIES INC,,
0769,UNIVERSITY OF MAINE,University of Maine at Presque Isle,016000769
0770,LEXINGTON COUNTY SCHOOL DISTRICT ONE,Lexington County School District One,570670770
0770,LEXINGTON COUNTY SCHOOL DISTRICT O,Lexington County School District One,570670770
0770,TECHSPHERESOLUTIONS LLC,"Techspheresolutions,LLC",871700770
0770,"SOCIETY OF ST. VINCENT DE PAUL SOUTH PINELLAS, INC.",,
0770,SANORBIX LLC,,
0771,LUCAS SYSTEMS INC,,
0771,RESENSYS LLC,,
0772,REBOOT INTEGRATIVE WELLNESS CENTER,,
0773,INFOGAIN CORPORATION,Infogain Corporation,770260773
0773,THE WILLIAM W BACKUS HOSPITAL,The William W. Backus Hospital,060250773
0773,E RITTER COMMUNICATIONS HOLDINGS L,"E. Ritter Communications Holdings, LLC",710690773
0773,E RITTER COMMUNICATIONS HOLDINGS LLC,"E. Ritter Communications Holdings, LLC",710690773
0773,MASSACHUSETTS MEDICAL SOCIETY,Massachusetts Medical Society,042050773
0774,J-U-B ENGINEERS INC,"J-U-B Engineers, Inc.",820290774
0774,YUPIIT SCHOOL DISTRICT,,
0774,MILLIMETER WAVE PRODUCTS INC,,
0774,"J-U-B ENGINEERS, INC.","J-U-B Engineers, Inc.",820290774
0775,SOFTECH INTERNATIONAL RESOURCES INC,Softech International Resources Inc,582190775
0775,SOFTECH INTERNATIONAL RESOURCES IN,Softech International Resources Inc,582190775
0775,MISSISSIPPI STATE DEPARTMENT OF HE,MISSISSIPPI STATE DEPARTMENT OF HEALTH,646000775
0775,MEMQ INC,,
0775,TPI COMPOSITES INC,"TPI Composites, Inc.",201590775
0775,EUROTECH CONSTRUCTION CORP,Eurotech Construction Corp,133330775
0776,BOWER STUDIOS INC,BOWER STUDIOS INC. ,461500776
0776,MATRIX SCIENCES MIDCO INC,,
0776,DIVERSIFIED WELL LOGGING,"Diversified Well Logging, LLC",454710776
0776,VERTAFORE INC,"Vertafore, Inc.",742470776
0776,AMGEN INC,Amgen Inc.,953540776
0776,DEAKO INC,"Deako, Inc.",473320776
0776,GOOD ONE IT SOLUTIONS INC,Good One IT Solutions Inc,463430776
0776,ADVANCED KNOWLEDGE TECHNOLOGIES IN,Advanced Knowledge Technologies Inc,453800776
0776,ALKAMI TECHNOLOGY INC,"Alkami Technology, Inc.",453060776
0776,DIVERSIFIED WELL LOGGING LLC,"Diversified Well Logging, LLC",454710776
0776,ADVANCED KNOWLEDGE TECHNOLOGIES INC,Advanced Knowledge Technologies Inc,453800776
0777,RYGHT INC,,
0777,SAN GABRIEL UNIFIED SCHOOL DISTRIC,,
0777,OBERLIN USD 294,USD 294 Oberlin,480720777
0777,RHI US LTD,,
0777,SCOOLIDGE PETERS RUSSOTTI AND FOX,,
0777,EMERGTECH BUSINESS SOLUTIONS INC,EMERGTECH BUSINESS SOLUTIONS INC,810570777
0777,BETTER HOLDCO INC,Better Mortgage Corporation,473750777
0777,PRIVCO MEDIA LLC,"PrivCo Media, LLC",270440777
0777,FORT HAYS STATE UNIVERSITY,Fort Hays State University,481210777
0778,SAMSUNG RESEARCH AMERICA INC,"Samsung Research America, Inc.",953170778
0778,TELIT IOT SOLUTIONS INC,Telit IoT Solutions Inc,372000778
0778,AMGEN INC,,
0778,NEXT GEAR SOLUTIONS LLC,"Next Gear Solutions, LLC",464330778
0778,MARSH CONSULTING SERVICES INC,Mindset Consulting LLC,273410778
0778,TELIT IOT SOLUTIONS INC.,Telit IoT Solutions Inc,372000778
0778,THE TOWN OF WINDSOR-VERMONT,"The Town of Windsor, Vermont",036000778
0779,"COGENT HEALTHCARE OF IOWA, P.C. D/B/A SOUND PHYSICIANS OF IOWA II",,
0779,COGENT HEALTHCARE OF IOWA PC DBA S,,
0779,JEFFERSON JOINT SCHOOL DISTRICT 25,Jefferson Joint School District 251,826000779
0779,GLENVILLE STATE UNIVERSITY,,
0779,SSARCO OF TX PLLC,,
0780,C C JOHNSON & MALHOTRA PC CCJM,"C. C. Johnson & Malhotra, P.C.",521150780
0780,BROOKLYN BUREAU OF COMMUNITY SERVI,,
0780,PPG INDUSTRIES INC,"PPG Industries, Inc.",250730780
0780,AMPHENOL THERMOMETRICS INC,"Amphenol Thermometrics, Inc.",250590780
0780,KREMERS URBAN PHARMACEUTICALS INC A SUBSIDIARY OF LANNETT COMAPNY INC,,
0780,TINY FISH INC,"Tiny Fish, Inc.",923850780
0780,CC JOHNSON AND MALHOTRA PC,"C. C. Johnson & Malhotra, P.C.",521150780
0780,GRIDWARE TECHNOLOGIES INC,,
0781,ECC TECHNOLOGIES INC,"DVI Technologies, Inc.",461060781
0781,INNOVATIVE LEGAL SERVICE P C,"Innovative Legal Services, Professional Corporation",862100781
0781,DVI TECHNOLOGIES INC,"DVI Technologies, Inc.",461060781
0781,CRIMSON VISTA INC,"Crimson Vista, Inc.",811640781
0782,TOPRE AMERICA CORPORATION,Topre America Corporation,980380782
0782,YANGTZE MEMORY TECHNOLOGIES INC,Yangtze Memory Technologies Inc.,814200782
0782,YANTRAN LLC,Yantran LLC,881180782
0782,VETERINARY MEDICAL INSTITUTES DBA,,
0782,NTR MAGNUM INC.,,
0782,SOURCE ENGINEERING SERVICES LLC,SOURCE ENGINEERING SERVICES LLC,264150782
0782,VETERINARY MEDICAL INSTITUTES DBA ADVANCED VETERINARY MEDICAL CENTER,,
0783,NORTHWESTEM STATE UNIVERSITY OF LOUISIANA,,
0783,BWL TRUCKING INC,,
0783,HIGHEST GROUND LLC,,
0783,AGASTI LLC,"Agasti, LLC.",454030783
0784,MERCY HEALTH PHYSICIANS YOUNGSTOWN,Mercy Health Physicians Youngstown Specialty Care LLC,851040784
0784,CALHOUN COUNTY BOARD OF EDUCATION,,
0784,CROSSMARK INC DBA PRODUCT CONNECTI,,
0784,SOFTHEON INC,"Softheon, Inc.",113580784
0784,IOVANCE BIOTHERAPEUTICS MANUFACTUR,,
0785,GL ENDURANT LLC DBA ENDURANT ENERGY LLC,"Endurant Energy, LLC",863480785
0785,WELLSPAN MEDICAL GROUP,WellSpan Medical Group,232730785
0785,WSP USA BUILDINGS INC,WSP USA BUILDINGS INC,131730785
0785,ENDURANT ENERGY LLC,"Endurant Energy, LLC",863480785
0785,SOLASAI,,
0785,TOORAK CAPITAL PARTNERS LLC,,
0786,ONLY ORPHANS COTE LLC,,
0786,NOVALINK SOLUTIONS LLC,"Novalink Solutions, LLC",200430786
0786,HEADLANDS TECH ORGANIZATION LLC,"Headlands Tech Organization, LLC",274360786
0786,YAHEE,,
0786,KIN ON HEALTH CARE CENTER,Kin On Health Care Center,911620786
0787,AVALERE HEALTH LLC,"Avalere Health, LLC",522220787
0787,ANSER ADVISORY,"Anser Advisory, LLC",330690787
0787,ELECNOR HAWKEYE LLC,,
0788,PARAMOUNT ADVERTISING AND LEAD SOL,PARAMOUNT ADVERTISING AND LEAD SOLUTIONS LLC,464720788
0788,TEXAS MEDICAL CENTER,,
0788,NORTH AMERICAN RENEWABLES INC,,
0788,BITS AND BINARIES INC,Bits and Binaries Inc,821370788
0789,"OWNERREZ, INC",,
0789,PICASSO LABS INC DBA CREATIVEX,,
0789,MARSHALL UNIVERSITY,MARSHALL UNIVERSITY,556000789
0789,EHEALTHINSURANCE SERVICES INC,"eHealthInsurance Services, Inc.",770470789
0789,NILKANTH HOSPITALITY INC,Nilkanth Hospitality Inc,460580789
0790,FOOD SAFETY NET SERVICES NEBRASKA,,
0790,MANNING AND NAPIER ADVISORS LLC,"Manning & Napier Advisors, LLC",453240790
0790,PEOPLES NATURAL GAS COMPANY LLC,,
0790,SEK ENGINEERING CORP,,
0791,BERNALILLO PUBLIC SCHOOLS,,
0791,KUBEX TECHNOLOGIES LLC,,
0791,ACQUIS CONSULTING GROUP LLC,"Acquis Consulting Group, LLC",133990791
0791,RIDDER ORTHODONTICS OF FORT WORTH,,
0791,SECURITY NATIONAL LIFE INSURANCE C,,
0792,CAROGEN CORPORATION,Carogen Corporation,455560792
0792,DFS SERVICES LLC,DFS Services LLC,364020792
0792,INP NORTH AMERICA INC,"INP North America, Inc.",134130792
0792,ACTIVESCALER INC / DBA I3M,ActiveScaler Inc.,461750792
0792,MARKOV PROCESSES INTERNATIONAL INC,,
0792,NOSHTEK CONSULTING CORPORATION,Noshtek Consulting Corporation,320710792
0792,SUNNYSIDE UNIFIED SCHOOL DISTRICT,Sunnyside Unified School District #12,866000792
0792,LOUISIANA TECH UNIVERSITY,Louisiana Tech University,726000792
0792,SUNNYSIDE UNIFIED SCHOOL DISTRICT 12,Sunnyside Unified School District #12,866000792
0792,AUTOX TECHNOLOGIES INC,"AutoX Technologies, Inc.",813490792
0792,"BEECAN HEALTH, LLC",,
0792,SANFORD LABORATORIES FOR INNOVATIV,,
0792,PEN SOFTWARE INC,"Pen Software, Inc.",452390792
0793,SAFWANAYAT CONSULTING INC,Safwanayat Consulting Inc,874110793
0793,"MIMOSA NETWORKS, INC.","Mimosa Networks, Inc.",454290793
0793,TANA SYSTEMS INC,TANA SYSTEMS INC,815480793
0793,ALLIED AIR ENTERPRISES,,
0793,CYRANNUS INC,,
0793,MI-CASE PA INC,,
0793,BLUEGREEN VACATIONS CORPORATION,,
0793,HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,,
0794,IMPACT DENTAL SERVICES PLLC,,
0794,CALIBER HOLDINGS LLC,Caliber Holdings LLC,330730794
